city,query,intent,canonical_url,supporting_url,evidence,search_volume,status
Inverness,man and van inverness,Man and van,https://www.speedyvan.uk/areas/inverness,https://www.speedyvan.uk/services/man-and-van,Inferred intent variant; not observed in Search Console,,mapped_existing_page
Inverness,man with a van inverness,Man and van,https://www.speedyvan.uk/areas/inverness,https://www.speedyvan.uk/services/man-and-van,Inferred intent variant; not observed in Search Console,,mapped_existing_page
Inverness,van and man inverness,Man and van,https://www.speedyvan.uk/areas/inverness,https://www.speedyvan.uk/services/man-and-van,Inferred intent variant; not observed in Search Console,,mapped_existing_page
Inverness,van with driver inverness,Man and van,https://www.speedyvan.uk/areas/inverness,https://www.speedyvan.uk/services/man-and-van,Inferred intent variant; not observed in Search Console,,mapped_existing_page
Inverness,furniture removals inverness,Furniture transport,https://www.speedyvan.uk/areas/inverness,https://www.speedyvan.uk/services/furniture-delivery,Inferred intent variant; not observed in Search Console,,mapped_existing_page
Inverness,furniture collection and delivery inverness,Furniture transport,https://www.speedyvan.uk/areas/inverness,https://www.speedyvan.uk/services/furniture-delivery,Inferred intent variant; not observed in Search Console,,mapped_existing_page
Inverness,sofa delivery inverness,Furniture transport,https://www.speedyvan.uk/areas/inverness,https://www.speedyvan.uk/services/furniture-delivery,Inferred intent variant; not observed in Search Console,,mapped_existing_page
Inverness,single item removals inverness,Single-item transport,https://www.speedyvan.uk/areas/inverness,https://www.speedyvan.uk/services/small-moves,Inferred intent variant; not observed in Search Console,,mapped_existing_page
Inverness,house removals inverness,House removals,https://www.speedyvan.uk/areas/inverness,https://www.speedyvan.uk/services/house-removal,Inferred intent variant; not observed in Search Console,,mapped_existing_page
Inverness,full house move inverness,House removals,https://www.speedyvan.uk/areas/inverness,https://www.speedyvan.uk/services/house-removal,Inferred intent variant; not observed in Search Console,,mapped_existing_page
Inverness,removal company inverness,House removals,https://www.speedyvan.uk/areas/inverness,https://www.speedyvan.uk/services/house-removal,Inferred intent variant; not observed in Search Console,,mapped_existing_page
Inverness,flat removals inverness,Flat removals,https://www.speedyvan.uk/areas/inverness,https://www.speedyvan.uk/services/flat-removals,Inferred intent variant; not observed in Search Console,,mapped_existing_page
Inverness,apartment removals inverness,Flat removals,https://www.speedyvan.uk/areas/inverness,https://www.speedyvan.uk/services/flat-removals,Inferred intent variant; not observed in Search Console,,mapped_existing_page
Inverness,studio removals inverness,Flat removals,https://www.speedyvan.uk/areas/inverness,https://www.speedyvan.uk/services/flat-removals,Inferred intent variant; not observed in Search Console,,mapped_existing_page
Inverness,office removals inverness,Office removals,https://www.speedyvan.uk/areas/inverness,https://www.speedyvan.uk/services/office-removal,Inferred intent variant; not observed in Search Console,,mapped_existing_page
Inverness,business removals inverness,Office removals,https://www.speedyvan.uk/areas/inverness,https://www.speedyvan.uk/services/office-removal,Inferred intent variant; not observed in Search Console,,mapped_existing_page
Inverness,commercial relocation inverness,Office removals,https://www.speedyvan.uk/areas/inverness,https://www.speedyvan.uk/services/office-removal,Inferred intent variant; not observed in Search Console,,mapped_existing_page
Inverness,small moves inverness,Small moves,https://www.speedyvan.uk/areas/inverness,https://www.speedyvan.uk/services/small-moves,Inferred intent variant; not observed in Search Console,,mapped_existing_page
Inverness,student removals inverness,Student moves,https://www.speedyvan.uk/areas/inverness,https://www.speedyvan.uk/services/student-move,Inferred intent variant; not observed in Search Console,,mapped_existing_page
Inverness,student moving service inverness,Student moves,https://www.speedyvan.uk/areas/inverness,https://www.speedyvan.uk/services/student-move,Inferred intent variant; not observed in Search Console,,mapped_existing_page
Inverness,long distance removals inverness,Long-distance move enquiry,https://www.speedyvan.uk/areas/inverness,https://www.speedyvan.uk/services/long-distance-removals,Inferred intent variant; not observed in Search Console,,mapped_existing_page
Inverness,moving to inverness,Long-distance move enquiry,https://www.speedyvan.uk/areas/inverness,https://www.speedyvan.uk/services/long-distance-removals,Inferred intent variant; not observed in Search Console,,mapped_existing_page
Inverness,moving from inverness,Long-distance move enquiry,https://www.speedyvan.uk/areas/inverness,https://www.speedyvan.uk/services/long-distance-removals,Inferred intent variant; not observed in Search Console,,mapped_existing_page
Inverness,man and van prices inverness,Pricing enquiry,https://www.speedyvan.uk/areas/inverness,https://www.speedyvan.uk/pricing,Inferred intent variant; not observed in Search Console,,mapped_existing_page
Inverness,house removal cost inverness,Pricing enquiry,https://www.speedyvan.uk/areas/inverness,https://www.speedyvan.uk/pricing,Inferred intent variant; not observed in Search Console,,mapped_existing_page
